,index,ID,Make,Model,Year,MSRP,Invoice,Colors exterior,Colors interior,Body type,Total seating,Length (in),Width (in),Height (in),Wheelbase (in),Front track (in),Rear track (in),Ground clearance (in),Angle of approach (degrees),Angle of departure (degrees),Turning circle (ft),Drag coefficient (Cd),EPA interior volume (cu ft),Cargo capacity (cu ft),Maximum cargo capacity (cu ft),Curb weight (lbs),Gross weight (lbs),Maximum payload (lbs),Maximum towing capacity (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Valves,Valve timing,Cam type,Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),Combined MPG,Front head room (in),Front hip room (in),Front leg room (in),Front shoulder room (in),Rear head room (in),Rear hip room (in),Rear leg room (in),Rear shoulder room (in),Basic,Drivetrain,Roadside,Rust,Free maintenance,Hybrid component,EV battery,Source URL,What's new,Pros,Cons,Image URL,Trim,Images URL,Suspension,Front seats,Rear seats,Power features,Instrumentation,Convenience,Comfort,Memorized settings,In car entertainment,Telematics,Roof and glass,Body,Truck features,Tires and wheels,Doors,Towing and hauling,Safety features,Packages,Exterior options,Interior options,Mechanical options,Domestic / imported,Country of origin,Car classification,Platform code / generation number,Date added,EPA mileage (mpg) City,EPA mileage (mpg) Highway,Range (miles) City,Range (miles) Highway,MSRP Range low,MSRP Range high
20,33,42,BMW,3 Series,1996,,,,,Sedan,,174.5,66.9,53.8,106.3,,,,,,34.1,,,10.3,,3120,,,,I6,2.8,190,5300,207,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,37.1,,41.1,53.5,36.7,,34,53.3,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,328i - Sedan,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
21,34,32,BMW,3 Series,1996,,,"[{'color_name': 'right Red', 'color_code': '()'}, {'color_name': 'Jet Black', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '()'}, {'color_name': 'Samoa Blue Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}]",,Convertible,,174.5,67.3,53.1,106.3,,,,,,34.1,,,8.9,,3362,,,,I4,1.9,138,6000,133,4300,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,23,38.1,,41.2,53.2,36.3,,28.1,43.6,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,318i - Convertible,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,20,29,328.0,475.6,,
22,35,38,BMW,3 Series,1996,,,"[{'color_name': 'right Red', 'color_code': '()'}, {'color_name': 'Jet Black', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Samoa Blue Metallic', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}]",,Convertible,,174.5,67.3,53.1,106.3,,,,,,34.1,,,8.9,,3362,,,,I6,2.8,190,5300,207,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,38.1,,41.2,53.2,36.3,,28.1,43.6,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,328i - Convertible,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
23,36,45,BMW,3 Series,1996,,,"[{'color_name': 'et Black', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}]",,Coupe,,174.5,67.3,53.8,106.3,,,,,,34.1,,,9.2,,2976,,,,I4,1.9,138,6000,133,4300,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,23,36.7,,41.2,53.2,35.9,,32.7,52.1,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,318is - Coupe,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,20,29,328.0,475.6,,
24,37,46,BMW,3 Series,1996,,,"[{'color_name': 'laska Blue Metallic', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '()'}, {'color_name': 'Jet Black', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}]",,Coupe,,174.5,67.3,53.8,106.3,,,,,,34.1,,,9.2,,3120,,,,I6,2.8,190,5300,207,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,36.7,,41.2,53.2,52.1,,32.7,,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,328is - Coupe,https://media.ed.edmunds-media.com/bmw/3-series/1996/oem/1996_bmw_3-series_coupe_328is_fq_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1996/oem/1996_bmw_3-series_sedan_328i_fq_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1996/oem/1996_bmw_3-series_2dr-hatchback_318ti_fq_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1996/oem/1996_bmw_3-series_convertible_318i_fq_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1994/oem/1994_bmw_3-series_convertible_325i_rq_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_400.jpg;https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_i_oem_1_400.jpg;,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
25,38,36,BMW,3 Series,1996,,,"[{'color_name': 'lpine White', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '()'}, {'color_name': 'Jet Black', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Alaska Blue Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}]",,Hatchback,,165.7,66.9,54.8,106.3,,,,,,34.1,,,15.1,,2745,,,,I4,1.9,138,6000,133,4300,,,,rear wheel drive,5-speed manual,gas,regular unleaded,13.7,23,38.1,,41.1,54,37.2,,32.6,53.1,,,,,,,,https://www.edmunds.com/bmw/3-series/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/3-series/1992/oem/1992_bmw_3-series_sedan_325i_s_oem_1_500.jpg,318ti - 2dr Hatchback,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'O']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,20,29,274.0,397.3,,
26,39,53,BMW,3 Series,1996,,,"[{'color_name': 'right Red', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '()'}, {'color_name': 'Calypso Red Metallic', 'color_code': '()'}, {'color_name': 'Montreal Blue Metallic', 'color_code': '()'}, {'color_name': 'Alaska Blue Metallic', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '()'}, {'color_name': 'Jet Black', 'color_code': '()'}]",,Coupe,,174.5,67.3,52.6,106.7,,,,,,38,,,9.2,,3175,,,,I6,3.2,240,6000,236,3800,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,38.1,,41.2,53.2,36.3,,32.7,52.1,,,,,,,,https://www.edmunds.com/bmw/m3/1996/review/,,,,https://media.ed.edmunds-media.com/bmw/m3/1996/oem/1996_bmw_m3_coupe_base_fq_oem_1_500.jpg,M3 - Coupe,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'N side-mounted airbags', 'S']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
27,40,17321,BMW,3 Series,1998,,,"[{'color_name': 'osmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}]",,Sedan,,174.5,66.9,54.8,106.3,,,,,,,,,,,2954,,,,I4,1.9,138,6000,133,4300,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,24,,,,,,,,,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,318i - Sedan,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,20,29,328.0,475.6,,
28,41,17326,BMW,3 Series,1998,,,"[{'color_name': 'ierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}]",,Sedan,,176,68.5,55.7,107.3,,,4.2,,,34.1,,,10.7,,3197,,,,I6,2.8,193,5500,206,3500,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.6,20,38.4,,41.4,54.4,37.5,,34.6,54.2,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,328i - Sedan,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,17,26,282.2,431.6,,
29,42,17323,BMW,3 Series,1998,,,"[{'color_name': 'rctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}]",,Hatchback,,165.7,67.3,54.8,106.3,,,,,,,,,15,,2778,,,,I4,1.9,138,6000,133,4300,,,,rear wheel drive,5-speed manual,gas,regular unleaded,14.5,24,38.7,,41.1,54,37,,32.6,53.1,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,318ti - 2dr Hatchback,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'O side-mounted airbags', 'S']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,20,29,290.0,420.5,,
30,43,17324,BMW,3 Series,1998,,,"[{'color_name': 'orea Green Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}]",,Convertible,,174.5,67.3,53.1,106.3,,,,,,34.1,,,8.9,,3296,,,,I6,2.5,168,5500,181,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,38.1,,41.2,53.2,36.3,,28.1,43.6,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,323i - Convertible,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,27,295.2,442.8,,
31,44,17328,BMW,3 Series,1998,,,"[{'color_name': 'mola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}]",,Convertible,,174.5,67.3,53.1,106.3,,,,,,34.1,,,8.9,,3395,,,,I6,2.8,190,5300,206,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,20,38.1,,41.2,53.2,36.3,,28.1,43.6,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,328i - Convertible,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,17,26,278.8,426.4,,
32,45,17325,BMW,3 Series,1998,,,"[{'color_name': 'ern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}]",,Coupe,,174.5,67.3,53.8,106.3,,,,,,34.1,,,9.2,,3075,,,,I6,2.5,168,5500,181,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,37.8,,41.2,53.2,36.6,,32.7,52.1,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,323is - Coupe,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,27,295.2,442.8,,
33,46,17330,BMW,3 Series,1998,,,"[{'color_name': 'osmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}]",,Coupe,,174.5,67.3,53.8,106.3,,,,,,34.1,,,9.2,,3142,,,,I6,2.8,190,5300,206,3950,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,20,37.8,,41.2,53.2,36.6,,32.7,52.1,,,,,,,,https://www.edmunds.com/bmw/3-series/1998/review/,,['ne of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1998/oem/1998_bmw_3-series_coupe_323is_fq_oem_1_500.jpg,328is - Coupe,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,17,26,278.8,426.4,,
34,47,17341,BMW,3 Series,1998,,,"[{'color_name': 'adeira Black Metallic', 'color_code': '()'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Techno Violet Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Estoril Blue Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Alpine White', 'color_code': '(0,255,255)'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Titanium Silver Metallic', 'color_code': '()'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Fern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Dakar Yellow 2', 'color_code': '()'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}]",,Sedan,,174.5,66.9,53.7,107.3,,,,,,34.1,,,10.7,,3175,,,,I6,3.2,240,6000,236,3800,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,38.1,,41.4,54.4,37.3,,34.6,54.2,,,,,,,,https://www.edmunds.com/bmw/m3/1998/review/,,['he 1998 BMW M3 is one of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1997/oem/1997_bmw_3-series_convertible_328i_fq_oem_1_500.jpg,M3 - Sedan,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
35,48,17340,BMW,3 Series,1998,,,"[{'color_name': 'ern Green Pearl Metallic', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Dakar Yellow 2', 'color_code': '()'}, {'color_name': 'Bright Red', 'color_code': '(0,14,5)'}, {'color_name': 'Black II', 'color_code': '(0,0,0)'}, {'color_name': 'Titanium Silver Metallic', 'color_code': '()'}, {'color_name': 'Madeira Black Metallic', 'color_code': '()'}, {'color_name': 'Kiruna Violett Pearl Metallic', 'color_code': '()'}, {'color_name': 'Sierra Red Pearl Metallic', 'color_code': '()'}, {'color_name': 'Imola Red', 'color_code': '(0,40,26)'}, {'color_name': 'Alpine White III', 'color_code': '(0,255,255)'}, {'color_name': 'Ascot Green Metallic', 'color_code': '()'}, {'color_name': 'Titan Silver Metallic', 'color_code': '()'}, {'color_name': 'Morea Green Metallic', 'color_code': '()'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Techno Violet Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Boston Green Metallic', 'color_code': '()'}, {'color_name': 'Arctic Silver Metallic', 'color_code': '(0,155,161)'}, {'color_name': 'Aegean Blue', 'color_code': '()'}, {'color_name': 'Cosmos Black Metallic', 'color_code': '(0,0,0)'}, {'color_name': 'Avus Blue Pearl Metallic', 'color_code': '()'}, {'color_name': 'Alpine White', 'color_code': '(0,255,255)'}, {'color_name': 'Estoril Blue Metallic', 'color_code': '()'}]",,Coupe,,174.5,67.3,52.6,106.3,,,,,,34.1,,,9.2,,3175,,,,I6,3.2,240,6000,236,3800,,,,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,21,37.8,,41.2,53.2,36.6,,32.7,52.1,,,,,,,,https://www.edmunds.com/bmw/m3/1998/review/,,['he 1998 BMW M3 is one of our all-time favorite cars.  Carves turns faster than your dad carves Thanksgiving turkey.'],['rice is a bit steep.  Interior is a bit cramped.'],https://media.ed.edmunds-media.com/bmw/3-series/1997/oem/1997_bmw_3-series_convertible_328i_fq_oem_1_500.jpg,M3 - Coupe,,,,,,,,,,,,,,,,,,"['N', 'N head airbags', 'S', 'S side-mounted airbags']",,,,,Imported,Germany,Compact car,E36,2020-02-14 00:00:00,18,26,295.2,426.4,,
